[2019-03-25 16:50:41,867 An event occurred]
[2019-03-28 11:57:37,425 An event occurred]
[2019-03-28 11:57:37,626 An event occurred]
[2019-03-28 11:57:37,827 An event occurred]
[2019-03-28 11:57:37,827 Running report...]
[2019-03-28 11:57:37,827 Num active peers = 0]
[2019-03-28 11:57:38,028 An event occurred]
[2019-03-28 11:57:38,036 An event occurred]
[2019-03-28 11:57:38,036 accepted connection from ('127.0.0.1', 44752)]
[2019-03-28 11:57:38,037 An event occurred]
[2019-03-28 11:57:38,037 recebi dados de: ('127.0.0.1', 44752)]
[2019-03-28 11:57:38,039 An event occurred]
[2019-03-28 11:57:38,040 closing connection to ('127.0.0.1', 44752)]
[2019-03-28 11:57:38,241 An event occurred]
[2019-03-28 11:57:38,442 An event occurred]
[2019-03-28 11:57:38,643 An event occurred]
[2019-03-28 11:57:38,844 An event occurred]
[2019-03-28 11:57:38,845 Running report...]
[2019-03-28 11:57:38,845 Num active peers = 0]
[2019-03-28 11:57:39,046 An event occurred]
[2019-03-28 11:57:39,247 An event occurred]
[2019-03-28 11:57:39,448 An event occurred]
[2019-03-28 11:57:39,649 An event occurred]
[2019-03-28 11:57:39,851 An event occurred]
[2019-03-28 11:57:39,851 Running report...]
[2019-03-28 11:57:39,852 Num active peers = 0]
[2019-03-28 11:57:40,053 An event occurred]
[2019-03-28 11:57:40,254 An event occurred]
[2019-03-28 11:57:40,455 An event occurred]
[2019-03-28 11:57:40,656 An event occurred]
[2019-03-28 11:57:40,857 An event occurred]
[2019-03-28 11:57:40,858 Running report...]
[2019-03-28 11:57:40,859 Num active peers = 0]
[2019-03-28 11:57:41,059 An event occurred]
[2019-03-28 11:57:41,260 An event occurred]
[2019-03-28 11:57:41,462 An event occurred]
[2019-03-28 11:57:41,663 An event occurred]
[2019-03-28 11:57:41,864 An event occurred]
[2019-03-28 11:57:41,865 Running report...]
[2019-03-28 11:57:41,865 Num active peers = 0]
[2019-03-28 11:57:42,066 An event occurred]
[2019-03-28 11:57:42,268 An event occurred]
[2019-03-28 11:57:42,469 An event occurred]
[2019-03-28 11:57:42,670 An event occurred]
[2019-03-28 11:57:42,872 An event occurred]
[2019-03-28 11:57:42,872 Running report...]
[2019-03-28 11:57:42,873 Num active peers = 0]
[2019-03-28 11:57:43,074 An event occurred]
[2019-03-28 11:57:43,275 An event occurred]
[2019-03-28 11:57:43,476 An event occurred]
[2019-03-28 11:57:43,677 An event occurred]
[2019-03-28 11:57:43,878 An event occurred]
[2019-03-28 11:57:43,879 Running report...]
[2019-03-28 11:57:43,879 Num active peers = 0]
[2019-03-28 11:57:44,080 An event occurred]
[2019-03-28 11:57:44,281 An event occurred]
[2019-03-28 11:57:44,482 An event occurred]
[2019-03-28 11:57:44,683 An event occurred]
[2019-03-28 11:57:44,884 An event occurred]
[2019-03-28 11:57:44,885 Running report...]
[2019-03-28 11:57:44,885 Num active peers = 0]
[2019-03-28 11:57:45,086 An event occurred]
[2019-03-28 11:57:45,287 An event occurred]
[2019-03-28 11:57:45,489 An event occurred]
[2019-03-28 11:57:45,690 An event occurred]
[2019-03-28 11:57:45,891 An event occurred]
[2019-03-28 11:57:45,892 Running report...]
[2019-03-28 11:57:45,892 Num active peers = 0]
[2019-03-28 11:57:46,093 An event occurred]
[2019-03-28 11:57:46,294 An event occurred]
[2019-03-28 11:57:46,495 An event occurred]
[2019-03-28 11:57:46,696 An event occurred]
[2019-03-28 11:57:46,898 An event occurred]
[2019-03-28 11:57:46,899 Running report...]
[2019-03-28 11:57:46,899 Num active peers = 0]
[2019-03-28 11:57:47,100 An event occurred]
[2019-03-28 11:57:47,301 An event occurred]
[2019-03-28 11:57:47,502 An event occurred]
[2019-03-28 11:57:47,703 An event occurred]
[2019-03-28 11:57:47,904 An event occurred]
[2019-03-28 11:57:47,905 Running report...]
[2019-03-28 11:57:47,905 Num active peers = 0]
[2019-03-28 11:57:48,106 An event occurred]
[2019-03-28 11:57:48,307 An event occurred]
[2019-03-28 11:57:48,508 An event occurred]
[2019-03-28 11:57:48,709 An event occurred]
[2019-03-28 11:57:48,910 An event occurred]
[2019-03-28 11:57:48,911 Running report...]
[2019-03-28 11:57:48,911 Num active peers = 0]
[2019-03-28 11:57:49,112 An event occurred]
[2019-03-28 11:57:49,313 An event occurred]
[2019-03-28 11:57:49,514 An event occurred]
[2019-03-28 11:57:49,715 An event occurred]
[2019-03-28 11:57:49,916 An event occurred]
[2019-03-28 11:57:49,917 Running report...]
[2019-03-28 11:57:49,917 Num active peers = 0]
[2019-03-28 11:57:50,118 An event occurred]
[2019-03-28 11:57:50,319 An event occurred]
[2019-03-28 11:57:50,521 An event occurred]
[2019-03-28 11:57:50,722 An event occurred]
[2019-03-28 11:57:50,923 An event occurred]
[2019-03-28 11:57:50,924 Running report...]
[2019-03-28 11:57:50,924 Num active peers = 0]
[2019-03-28 11:57:51,125 An event occurred]
[2019-03-28 11:57:51,326 An event occurred]
[2019-03-28 11:57:51,527 An event occurred]
[2019-03-28 11:57:51,728 An event occurred]
[2019-03-28 11:57:51,929 An event occurred]
[2019-03-28 11:57:51,930 Running report...]
[2019-03-28 11:57:51,930 Num active peers = 0]
[2019-03-28 11:57:52,131 An event occurred]
[2019-03-28 11:57:52,332 An event occurred]
[2019-03-28 11:57:52,533 An event occurred]
[2019-03-28 11:57:52,734 An event occurred]
[2019-03-28 11:57:52,935 An event occurred]
[2019-03-28 11:57:52,935 Running report...]
[2019-03-28 11:57:52,935 Num active peers = 0]
[2019-03-28 11:57:53,136 An event occurred]
[2019-03-28 11:57:53,337 An event occurred]
[2019-03-28 11:57:53,538 An event occurred]
[2019-03-28 11:57:53,740 An event occurred]
[2019-03-28 11:57:53,941 An event occurred]
[2019-03-28 11:57:53,942 Running report...]
[2019-03-28 11:57:53,942 Num active peers = 0]
[2019-03-28 11:57:54,143 An event occurred]
[2019-03-28 11:57:54,344 An event occurred]
[2019-03-28 11:57:54,545 An event occurred]
[2019-03-28 11:57:54,747 An event occurred]
[2019-03-28 11:57:54,948 An event occurred]
[2019-03-28 11:57:54,948 Running report...]
[2019-03-28 11:57:54,949 Num active peers = 0]
[2019-03-28 11:57:55,150 An event occurred]
[2019-03-28 11:57:55,351 An event occurred]
[2019-03-28 11:57:55,552 An event occurred]
[2019-03-28 11:57:55,753 An event occurred]
[2019-03-28 11:57:55,954 An event occurred]
[2019-03-28 11:57:55,955 Running report...]
[2019-03-28 11:57:55,955 Num active peers = 0]
[2019-03-28 11:57:56,156 An event occurred]
[2019-03-28 11:57:56,357 An event occurred]
[2019-03-28 11:57:56,558 An event occurred]
[2019-03-28 11:57:56,759 An event occurred]
[2019-03-28 11:57:56,960 An event occurred]
[2019-03-28 11:57:56,961 Running report...]
[2019-03-28 11:57:56,961 Num active peers = 0]
[2019-03-28 11:57:57,162 An event occurred]
[2019-03-28 11:57:57,363 An event occurred]
[2019-03-28 11:57:57,565 An event occurred]
[2019-03-28 11:57:57,766 An event occurred]
[2019-03-28 11:57:57,967 An event occurred]
[2019-03-28 11:57:57,968 Running report...]
[2019-03-28 11:57:57,968 Num active peers = 0]
[2019-03-28 11:57:58,169 An event occurred]
[2019-03-28 11:57:58,370 An event occurred]
[2019-03-28 11:57:58,571 An event occurred]
[2019-03-28 11:57:58,772 An event occurred]
[2019-03-28 11:57:58,974 An event occurred]
[2019-03-28 11:57:58,974 Running report...]
[2019-03-28 11:57:58,975 Num active peers = 0]
[2019-03-28 11:57:59,175 An event occurred]
[2019-03-28 11:57:59,377 An event occurred]
[2019-03-28 11:57:59,578 An event occurred]
[2019-03-28 11:57:59,779 An event occurred]
[2019-03-28 11:57:59,980 An event occurred]
[2019-03-28 11:57:59,981 Running report...]
[2019-03-28 11:57:59,981 Num active peers = 0]
[2019-03-28 11:58:00,182 An event occurred]
[2019-03-28 11:58:00,383 An event occurred]
[2019-03-28 11:58:00,584 An event occurred]
[2019-03-28 11:58:00,785 An event occurred]
[2019-03-28 11:58:00,987 An event occurred]
[2019-03-28 11:58:00,987 Running report...]
[2019-03-28 11:58:00,988 Num active peers = 0]
[2019-03-28 11:58:01,189 An event occurred]
[2019-03-28 11:58:01,390 An event occurred]
[2019-03-28 11:58:01,590 An event occurred]
[2019-03-28 11:58:01,791 An event occurred]
[2019-03-28 11:58:01,992 An event occurred]
[2019-03-28 11:58:01,993 Running report...]
[2019-03-28 11:58:01,993 Num active peers = 0]
[2019-03-28 11:58:02,194 An event occurred]
[2019-03-28 11:58:02,395 An event occurred]
[2019-03-28 11:58:02,596 An event occurred]
[2019-03-28 11:58:02,797 An event occurred]
[2019-03-28 11:58:02,998 An event occurred]
[2019-03-28 11:58:02,999 Running report...]
[2019-03-28 11:58:03,000 Num active peers = 0]
[2019-03-28 11:58:03,200 An event occurred]
[2019-03-28 11:58:03,401 An event occurred]
[2019-03-28 11:58:03,602 An event occurred]
[2019-03-28 11:58:03,804 An event occurred]
[2019-03-28 11:58:04,005 An event occurred]
[2019-03-28 11:58:04,006 Running report...]
[2019-03-28 11:58:04,006 Num active peers = 0]
[2019-03-28 11:58:04,207 An event occurred]
[2019-03-28 11:58:04,408 An event occurred]
[2019-03-28 11:58:04,609 An event occurred]
[2019-03-28 11:58:04,810 An event occurred]
[2019-03-28 11:58:05,011 An event occurred]
[2019-03-28 11:58:05,012 Running report...]
[2019-03-28 11:58:05,013 Num active peers = 0]
[2019-03-28 11:58:05,213 An event occurred]
[2019-03-28 11:58:05,415 An event occurred]
[2019-03-28 11:58:05,616 An event occurred]
[2019-03-28 11:58:05,817 An event occurred]
[2019-03-28 11:58:06,018 An event occurred]
[2019-03-28 11:58:06,019 Running report...]
[2019-03-28 11:58:06,019 Num active peers = 0]
[2019-03-28 11:58:06,220 An event occurred]
[2019-03-28 11:58:06,421 An event occurred]
[2019-03-28 11:58:06,623 An event occurred]
[2019-03-28 11:58:06,824 An event occurred]
[2019-03-28 11:58:07,025 An event occurred]
[2019-03-28 11:58:07,026 Running report...]
[2019-03-28 11:58:07,026 Num active peers = 0]
[2019-03-28 11:58:07,227 An event occurred]
[2019-03-28 11:58:07,428 An event occurred]
[2019-03-28 11:58:07,629 An event occurred]
[2019-03-28 11:58:07,830 An event occurred]
[2019-03-28 11:58:08,031 An event occurred]
[2019-03-28 11:58:08,032 Running report...]
[2019-03-28 11:58:08,032 Num active peers = 0]
[2019-03-28 11:58:08,233 An event occurred]
[2019-03-28 11:58:08,434 An event occurred]
[2019-03-28 11:58:08,635 An event occurred]
[2019-03-28 11:58:08,836 An event occurred]
[2019-03-28 11:58:09,038 An event occurred]
[2019-03-28 11:58:09,038 Running report...]
[2019-03-28 11:58:09,039 Num active peers = 0]
[2019-03-28 11:58:09,240 An event occurred]
[2019-03-28 11:58:09,441 An event occurred]
[2019-03-28 11:58:09,642 An event occurred]
[2019-03-28 11:58:09,843 An event occurred]
[2019-03-28 11:58:10,043 An event occurred]
[2019-03-28 11:58:10,044 Running report...]
[2019-03-28 11:58:10,044 Num active peers = 0]
[2019-03-28 11:58:10,245 An event occurred]
[2019-03-28 11:58:10,446 An event occurred]
[2019-03-28 11:58:10,647 An event occurred]
[2019-03-28 11:58:10,848 An event occurred]
[2019-03-28 11:58:11,049 An event occurred]
[2019-03-28 11:58:11,049 Running report...]
[2019-03-28 11:58:11,050 Num active peers = 0]
[2019-03-28 11:58:11,250 An event occurred]
[2019-03-28 11:58:11,452 An event occurred]
[2019-03-28 11:58:11,653 An event occurred]
[2019-03-28 11:58:11,854 An event occurred]
[2019-03-28 11:58:12,055 An event occurred]
[2019-03-28 11:58:12,056 Running report...]
[2019-03-28 11:58:12,056 Num active peers = 0]
[2019-03-28 11:58:12,257 An event occurred]
[2019-03-28 11:58:12,458 An event occurred]
[2019-03-28 11:58:12,659 An event occurred]
[2019-03-28 11:58:12,860 An event occurred]
[2019-03-28 11:58:13,061 An event occurred]
[2019-03-28 11:58:13,062 Running report...]
[2019-03-28 11:58:13,062 Num active peers = 0]
[2019-03-28 11:58:13,263 An event occurred]
[2019-03-28 11:58:13,464 An event occurred]
[2019-03-28 11:58:13,665 An event occurred]
[2019-03-28 11:58:13,867 An event occurred]
[2019-03-28 11:58:14,068 An event occurred]
[2019-03-28 11:58:14,069 Running report...]
[2019-03-28 11:58:14,069 Num active peers = 0]
[2019-03-28 11:58:14,270 An event occurred]
[2019-03-28 11:58:14,471 An event occurred]
[2019-03-28 11:58:14,673 An event occurred]
[2019-03-28 11:58:14,874 An event occurred]
[2019-03-28 11:58:15,075 An event occurred]
[2019-03-28 11:58:15,076 Running report...]
[2019-03-28 11:58:15,076 Num active peers = 0]
[2019-03-28 11:58:15,277 An event occurred]
[2019-03-28 11:58:15,478 An event occurred]
[2019-03-28 11:58:15,679 An event occurred]
[2019-03-28 11:58:15,880 An event occurred]
[2019-03-28 11:58:16,081 An event occurred]
[2019-03-28 11:58:16,082 Running report...]
[2019-03-28 11:58:16,082 Num active peers = 0]
[2019-03-28 11:58:16,283 An event occurred]
[2019-03-28 11:58:16,484 An event occurred]
[2019-03-28 11:58:16,686 An event occurred]
[2019-03-28 11:58:16,887 An event occurred]
[2019-03-28 11:58:17,088 An event occurred]
[2019-03-28 11:58:17,088 Running report...]
[2019-03-28 11:58:17,089 Num active peers = 0]
[2019-03-28 11:58:17,289 An event occurred]
[2019-03-28 11:58:17,491 An event occurred]
[2019-03-28 11:58:17,692 An event occurred]
[2019-03-28 11:58:17,893 An event occurred]
[2019-03-28 11:58:18,094 An event occurred]
[2019-03-28 11:58:18,094 Running report...]
[2019-03-28 11:58:18,094 Num active peers = 0]
[2019-03-28 11:58:18,295 An event occurred]
[2019-03-28 11:58:18,496 An event occurred]
[2019-03-28 11:58:18,697 An event occurred]
[2019-03-28 11:58:18,898 An event occurred]
[2019-03-28 11:58:19,099 An event occurred]
[2019-03-28 11:58:19,100 Running report...]
[2019-03-28 11:58:19,100 Num active peers = 0]
[2019-03-28 11:58:19,301 An event occurred]
[2019-03-28 11:58:19,502 An event occurred]
[2019-03-28 11:58:19,703 An event occurred]
[2019-03-28 11:58:19,905 An event occurred]
[2019-03-28 11:58:20,106 An event occurred]
[2019-03-28 11:58:20,106 Running report...]
[2019-03-28 11:58:20,107 Num active peers = 0]
[2019-03-28 11:58:20,308 An event occurred]
[2019-03-28 11:58:20,509 An event occurred]
[2019-03-28 11:58:20,710 An event occurred]
[2019-03-28 11:58:20,911 An event occurred]
[2019-03-28 11:58:21,112 An event occurred]
[2019-03-28 11:58:21,113 Running report...]
[2019-03-28 11:58:21,113 Num active peers = 0]
[2019-03-28 11:58:21,314 An event occurred]
[2019-03-28 11:58:21,515 An event occurred]
[2019-03-28 11:58:21,716 An event occurred]
[2019-03-28 11:58:21,917 An event occurred]
[2019-03-28 11:58:22,118 An event occurred]
[2019-03-28 11:58:22,119 Running report...]
[2019-03-28 11:58:22,119 Num active peers = 0]
[2019-03-28 11:58:22,319 An event occurred]
[2019-03-28 11:58:22,521 An event occurred]
[2019-03-28 11:58:22,722 An event occurred]
[2019-03-28 11:58:22,923 An event occurred]
[2019-03-28 11:58:23,124 An event occurred]
[2019-03-28 11:58:23,125 Running report...]
[2019-03-28 11:58:23,125 Num active peers = 0]
[2019-03-28 11:58:23,326 An event occurred]
[2019-03-28 11:58:23,528 An event occurred]
[2019-03-28 11:58:23,729 An event occurred]
[2019-03-28 11:58:23,930 An event occurred]
[2019-03-28 11:58:24,131 An event occurred]
[2019-03-28 11:58:24,132 Running report...]
[2019-03-28 11:58:24,132 Num active peers = 0]
[2019-03-28 11:58:24,333 An event occurred]
[2019-03-28 11:58:24,535 An event occurred]
[2019-03-28 11:58:24,735 An event occurred]
[2019-03-28 11:58:24,936 An event occurred]
[2019-03-28 11:58:25,138 An event occurred]
[2019-03-28 11:58:25,138 Running report...]
[2019-03-28 11:58:25,139 Num active peers = 0]
[2019-03-28 11:58:25,340 An event occurred]
[2019-03-28 11:58:25,541 An event occurred]
[2019-03-28 11:58:25,742 An event occurred]
[2019-03-28 11:58:25,943 An event occurred]
[2019-03-28 11:58:26,144 An event occurred]
[2019-03-28 11:58:26,145 Running report...]
[2019-03-28 11:58:26,145 Num active peers = 0]
[2019-03-28 11:58:26,346 An event occurred]
[2019-03-28 11:58:26,547 An event occurred]
[2019-03-28 11:58:26,748 An event occurred]
[2019-03-28 11:58:26,949 An event occurred]
[2019-03-28 11:58:27,151 An event occurred]
[2019-03-28 11:58:27,151 Running report...]
[2019-03-28 11:58:27,151 Num active peers = 0]
[2019-03-28 11:58:27,352 An event occurred]
[2019-03-28 11:58:27,553 An event occurred]
[2019-03-28 11:58:27,754 An event occurred]
[2019-03-28 11:58:27,956 An event occurred]
[2019-03-28 11:58:28,156 An event occurred]
[2019-03-28 11:58:28,157 Running report...]
[2019-03-28 11:58:28,157 Num active peers = 0]
[2019-03-28 11:58:28,358 An event occurred]
[2019-03-28 11:58:28,559 An event occurred]
[2019-03-28 11:58:28,760 An event occurred]
[2019-03-28 11:58:28,961 An event occurred]
[2019-03-28 11:58:29,162 An event occurred]
[2019-03-28 11:58:29,162 Running report...]
[2019-03-28 11:58:29,162 Num active peers = 0]
[2019-03-28 11:58:29,363 An event occurred]
[2019-03-28 11:58:29,564 An event occurred]
[2019-03-28 11:58:29,765 An event occurred]
[2019-03-28 11:58:29,966 An event occurred]
[2019-03-28 11:58:30,166 An event occurred]
[2019-03-28 11:58:30,167 Running report...]
[2019-03-28 11:58:30,167 Num active peers = 0]
[2019-03-28 11:58:30,368 An event occurred]
[2019-03-28 11:58:30,568 An event occurred]
[2019-03-28 11:58:30,769 An event occurred]
[2019-03-28 11:58:30,970 An event occurred]
[2019-03-28 11:58:31,170 An event occurred]
[2019-03-28 11:58:31,171 Running report...]
[2019-03-28 11:58:31,171 Num active peers = 0]
[2019-03-28 11:58:31,372 An event occurred]
[2019-03-28 11:58:31,573 An event occurred]
[2019-03-28 11:58:31,774 An event occurred]
[2019-03-28 11:58:31,975 An event occurred]
[2019-03-28 11:58:32,177 An event occurred]
[2019-03-28 11:58:32,177 Running report...]
[2019-03-28 11:58:32,178 Num active peers = 0]
[2019-03-28 11:58:32,379 An event occurred]
[2019-03-28 11:58:32,580 An event occurred]
[2019-03-28 11:58:32,781 An event occurred]
[2019-03-28 11:58:32,982 An event occurred]
[2019-03-28 11:58:33,183 An event occurred]
[2019-03-28 11:58:33,184 Running report...]
[2019-03-28 11:58:33,184 Num active peers = 0]
[2019-03-28 11:58:33,385 An event occurred]
[2019-03-28 11:58:33,586 An event occurred]
[2019-03-28 11:58:33,787 An event occurred]
[2019-03-28 11:58:33,988 An event occurred]
[2019-03-28 11:58:34,189 An event occurred]
[2019-03-28 11:58:34,190 Running report...]
[2019-03-28 11:58:34,191 Num active peers = 0]
[2019-03-28 11:58:34,391 An event occurred]
[2019-03-28 11:58:34,592 An event occurred]
[2019-03-28 11:58:34,793 An event occurred]
[2019-03-28 11:58:34,994 An event occurred]
[2019-03-28 11:58:35,195 An event occurred]
[2019-03-28 11:58:35,196 Running report...]
[2019-03-28 11:58:35,196 Num active peers = 0]
[2019-03-28 11:58:35,397 An event occurred]
[2019-03-28 11:58:35,598 An event occurred]
